001 2.00 8.00 -1.0140 0.2664
051 2.00 8.00 -1.0928 0.6396
002 2.00 8.00 -0.3699 -1.4584
052 2.00 8.00 0.0197 -1.4404
003 2.00 8.00 -1.4259 1.2910
053 2.00 8.00 -1.9657 -0.1013
004 2.00 8.00 1.0336 1.4840
054 2.00 8.00 -0.9586 -0.5076
005 2.00 8.00 0.6165 -1.2154
055 2.00 8.00 -0.1727 1.2967
006 2.00 8.00 -1.1087 -0.2475
056 2.00 8.00 -1.6933 0.2843
007 2.00 8.00 -0.0865 1.7815
057 2.00 8.00 1.1175 0.3029
008 2.00 8.00 -1.0453 -0.5625
058 2.00 8.00 -1.6528 0.7245
009 2.00 8.00 1.1097 1.4591
059 2.00 8.00 -0.5212 1.2211
010 2.00 8.00 1.2009 -0.4649
060 2.00 8.00 -1.1027 -0.0390
011 2.00 8.00 -0.8137 -1.4328
061 2.00 8.00 -1.8699 0.2398
012 2.00 8.00 -1.4286 0.7464
062 2.00 8.00 -1.2204 -0.5297
013 2.00 8.00 -1.2429 0.7208
063 2.00 8.00 -0.4246 1.6294
014 2.00 8.00 -0.8235 -1.0205
064 2.00 8.00 1.4480 0.0795
015 2.00 8.00 -1.1104 1.2604
065 2.00 8.00 -0.4835 0.9955
016 2.00 8.00 0.6014 0.8885
066 2.00 8.00 -0.0390 -1.8039
017 2.00 8.00 0.5351 -1.3337
067 2.00 8.00 1.2714 -0.8805
018 2.00 8.00 -1.8199 -0.1281
068 2.00 8.00 -1.7673 -0.0859
019 2.00 8.00 -1.1932 -1.2948
069 2.00 8.00 1.1289 -0.6253
020 2.00 8.00 0.9629 1.1664
070 2.00 8.00 -1.6414 0.0374
021 2.00 8.00 -0.3932 -1.5052
071 2.00 8.00 1.2510 -0.2938
022 2.00 8.00 -1.7206 -0.5291
072 2.00 8.00 -0.9312 0.5426
023 2.00 8.00 -0.8843 -0.8148
073 2.00 8.00 -1.3710 0.2997
024 2.00 8.00 -1.5900 0.3928
074 2.00 8.00 -0.6653 -1.8795
025 2.00 8.00 -0.4249 -1.7369
075 2.00 8.00 1.3157 1.4399
026 2.00 8.00 -1.6955 -0.8467
076 2.00 8.00 -0.1909 1.0980
027 2.00 8.00 0.2621 1.4450
077 2.00 8.00 -0.1063 1.7786
028 2.00 8.00 0.3135 -1.5574
078 2.00 8.00 1.1471 0.6996
029 2.00 8.00 -1.1172 0.5370
079 2.00 8.00 1.4332 -0.5080
030 2.00 8.00 -1.3437 -0.3010
080 2.00 8.00 1.1857 -0.0150
031 2.00 8.00 0.0463 1.2421
081 2.00 8.00 1.4644 0.0256
032 2.00 8.00 -0.1041 -1.2790
082 2.00 8.00 -1.1641 0.7659
033 2.00 8.00 1.6020 0.0471
083 2.00 8.00 0.7633 1.2245
034 2.00 8.00 0.8585 0.6875
084 2.00 8.00 -0.3441 0.9773
035 2.00 8.00 1.8827 -0.4650
085 2.00 8.00 -1.1510 0.9771
036 2.00 8.00 -0.2041 -1.9707
086 2.00 8.00 -0.9830 -0.6254
037 2.00 8.00 -1.9361 0.4503
087 2.00 8.00 -0.8497 -1.1507
038 2.00 8.00 0.1403 1.1499
088 2.00 8.00 -1.6843 -0.7875
039 2.00 8.00 -1.3790 -0.2148
089 2.00 8.00 1.7510 0.1341
040 2.00 8.00 1.1150 -1.0295
090 2.00 8.00 1.1296 1.4235
041 2.00 8.00 -0.3891 1.4751
091 2.00 8.00 -0.5535 1.2742
042 2.00 8.00 0.6797 1.5165
092 2.00 8.00 -1.3494 -0.0370
043 2.00 8.00 -1.0010 1.4275
093 2.00 8.00 0.9394 1.5476
044 2.00 8.00 0.1547 -1.0618
094 2.00 8.00 0.3663 1.4208
045 2.00 8.00 -1.5428 -1.0378
095 2.00 8.00 -0.5653 -0.8499
046 2.00 8.00 0.4857 -1.6836
096 2.00 8.00 1.3635 -0.4088
047 2.00 8.00 0.2830 1.5087
097 2.00 8.00 -1.0968 1.5935
048 2.00 8.00 0.2800 -1.7298
098 2.00 8.00 -1.4985 -0.7952
049 2.00 8.00 0.2656 1.0950
099 2.00 8.00 1.3246 0.2280
050 2.00 8.00 1.0283 0.5208
100 2.00 8.00 -1.6631 -0.6740
